iter	TotalF1	MultiClass
882	0.8908436585	0.471716585
883	0.8908436585	0.4716603579
884	0.8906996434	0.4713709459
885	0.8909897251	0.4709538175
886	0.890951135	0.4708717344
887	0.8908758607	0.4706237018
888	0.891028352	0.4703651631
889	0.891028352	0.4703193297
890	0.8911346676	0.4702404802
891	0.8911346676	0.4702004925
892	0.8911346676	0.4701493656
893	0.8912939176	0.4700959324
894	0.8914977449	0.4698996187
895	0.8917690904	0.4696658097
896	0.8918376212	0.4695127965
897	0.89177943	0.4692937943
898	0.8918052806	0.469244743
899	0.8918052806	0.469165408
900	0.8918052806	0.4691173011
901	0.8919643335	0.4690078795
902	0.8918565022	0.468963673
903	0.8918565022	0.4688507866
904	0.8919415394	0.4686004178
905	0.8919415394	0.4685198667
906	0.8920165039	0.4684447392
907	0.8920165039	0.4683936741
908	0.8921172535	0.4681746596
909	0.8921172535	0.468135548
910	0.8921172535	0.4680960907
911	0.8921172535	0.4680101696
912	0.8921172535	0.4679608028
913	0.8924916429	0.4678768973
914	0.8927578744	0.4678040068
915	0.8927578744	0.4677564756
916	0.8927731426	0.4676601136
917	0.8927731426	0.4675937221
918	0.8928441078	0.4675120751
919	0.8928441078	0.4674412053
920	0.8928841121	0.4672745126
921	0.8929995737	0.4671977194
922	0.8929610897	0.4671340172
923	0.8931830867	0.4668949649
924	0.8934051502	0.466563184
925	0.8934051502	0.4665365834
926	0.8935480247	0.4663756645
927	0.8935480247	0.4663199336
928	0.8935882322	0.4662706736
929	0.8937852245	0.4661944857
930	0.8935728338	0.4661292389
931	0.8934663973	0.4660971837
932	0.8935728338	0.4660432662
933	0.8935728338	0.4660109044
934	0.8936157359	0.4655755439
935	0.8935309187	0.4649961712
936	0.8937338496	0.464939436
937	0.8941591617	0.4647732679
938	0.8941207248	0.4647256529
939	0.8941591617	0.4646791215
940	0.8942276058	0.4646492642
941	0.8947004832	0.464461802
942	0.8946648373	0.4644098281
943	0.8944823649	0.4640799462
944	0.8944823649	0.4640525717
945	0.8943906237	0.4635659391
946	0.8944262828	0.4635238213
947	0.8944262828	0.4634221397
948	0.8945441012	0.4633596789
949	0.8947975576	0.4631263977
950	0.8947975576	0.4630641913
951	0.8947492605	0.4628808861
952	0.8948909197	0.4628171672
953	0.8950450595	0.4626451503
954	0.895015961	0.4625699217
955	0.895015961	0.4625541276
956	0.8950395198	0.4624350791
957	0.8954563582	0.4621047098
958	0.8954563582	0.4620510398
959	0.8954563582	0.462001272
960	0.8956912379	0.4617545183
961	0.8958036478	0.4617223398
962	0.8956079065	0.4614995
963	0.8956079065	0.461428549
964	0.8958369422	0.4613716073
965	0.8958753223	0.4612972
966	0.8959126893	0.4611963146
967	0.8959852204	0.4611616208
968	0.895986128	0.4609363959
969	0.895986128	0.4608677782
970	0.895986128	0.4608167724
971	0.8962312031	0.4607559462
972	0.8963079193	0.4606957846
973	0.896378665	0.460597991
974	0.8965423242	0.4605024556
975	0.8970300837	0.4601161345
976	0.8969944283	0.4600538698
977	0.8969944283	0.4599785094
978	0.8969944283	0.4599101153
979	0.8971325614	0.4598126225
980	0.8971654838	0.459690997
981	0.8971281682	0.4595017758
982	0.8971646301	0.4594395779
983	0.8971659896	0.4593740279
984	0.8973459985	0.4590726414
985	0.8973021041	0.4590174952
986	0.8973007234	0.4589530532
987	0.8972975135	0.4586854084
988	0.8972975135	0.4586466022
989	0.8972621084	0.4586098582
990	0.897438105	0.458556946
991	0.8974764983	0.4584288576
992	0.8973697348	0.4582735781
993	0.8973697348	0.4582331141
994	0.8973697348	0.4581911284
995	0.8973714534	0.45812453
996	0.8976451485	0.4577581387
997	0.8977129785	0.4576939797
998	0.8977482196	0.4575036221
999	0.8977482196	0.4574333981
